pH,Turbidity,TDS,DO,Temperature,EC,Chlorine,Nitrate,Quality
7.82,5.07,281.43,7.83,22.23,1737.98,1.52,13.12,Unsafe
6.75,8.01,603.19,5.9,25.81,1424.87,0.54,9.56,Unsafe
6.18,6.15,1087.34,4.38,23.68,748.6,0.17,1.67,Unsafe
8.41,8.48,900.96,8.81,26.25,1109.53,0.74,14.13,Unsafe
6.83,4.03,1140.35,3.98,33.14,154.71,0.56,7.63,Unsafe
7.33,9.89,726.47,5.81,22.26,1411.13,0.77,13.88,Unsafe
6.77,2.27,337.0,8.79,25.44,553.83,1.06,9.31,Safe
5.32,6.76,421.89,5.13,26.26,1375.73,1.63,7.47,Unsafe
7.38,8.05,1176.34,8.05,29.07,396.93,0.8,9.14,Unsafe
6.68,5.9,592.2,4.68,19.71,1036.13,1.74,14.46,Unsafe
5.35,2.97,670.52,3.1,21.81,1641.15,0.82,7.54,Unsafe
7.38,5.66,1265.07,4.03,17.56,296.14,0.18,7.34,Unsafe
5.04,5.1,406.26,3.88,33.95,1160.57,1.96,11.14,Unsafe
5.83,1.98,1239.89,8.61,25.63,1725.56,0.6,4.64,Unsafe
8.12,7.66,266.08,6.33,27.73,158.15,0.72,12.51,Unsafe
5.15,2.75,304.11,5.61,26.81,772.9,1.16,4.7,Unsafe
7.59,8.34,597.73,2.83,24.04,293.27,1.44,3.93,Unsafe
8.8,2.22,1248.08,3.75,16.07,1262.76,1.6,14.77,Unsafe
5.68,5.07,1114.23,3.67,20.82,121.02,1.49,13.33,Unsafe
6.67,6.98,1169.74,4.55,30.59,218.21,1.05,14.94,Unsafe
7.3,9.96,363.51,5.27,20.31,591.77,1.96,11.66,Unsafe
6.8,2.78,1467.66,3.0,34.56,357.57,0.31,6.77,Unsafe
7.48,6.39,233.57,6.17,27.17,497.28,1.97,2.44,Unsafe
6.62,1.62,250.05,4.15,30.05,1847.4,1.38,0.41,Unsafe
5.59,8.21,603.3,6.08,24.94,1413.39,1.37,4.16,Unsafe
5.36,8.63,841.71,6.18,20.59,137.89,1.74,3.32,Unsafe
7.98,8.89,1153.54,2.25,30.58,1674.41,0.78,4.84,Unsafe
5.95,9.46,1025.54,4.19,20.04,482.7,1.73,11.24,Unsafe
8.39,3.62,1342.38,3.54,27.78,1572.9,1.25,1.29,Unsafe
7.97,6.7,938.66,2.55,27.32,1293.66,0.76,9.51,Unsafe
5.2,3.23,201.87,8.36,22.5,1329.32,1.53,6.09,Unsafe
5.8,8.06,757.02,3.87,17.21,1529.75,1.64,1.63,Unsafe
6.17,4.21,1180.3,7.05,17.08,352.95,0.59,7.42,Unsafe
7.38,5.59,776.14,8.92,18.67,1873.5,0.15,1.26,Unsafe
8.24,1.42,278.43,4.94,34.82,1380.7,1.32,14.28,Unsafe
5.24,8.52,1079.68,5.4,25.11,603.17,0.42,4.44,Unsafe
6.0,4.88,1120.84,3.18,30.97,1853.87,1.57,2.86,Unsafe
6.5,6.44,1166.1,7.29,24.15,1155.26,0.73,10.85,Unsafe
5.73,6.73,582.29,8.54,29.98,1889.0,1.27,12.34,Unsafe
7.18,2.82,1058.46,8.5,31.2,741.82,0.24,12.86,Unsafe
6.91,7.97,1131.81,5.3,33.76,1656.41,1.99,13.79,Unsafe
6.27,8.35,641.7,6.21,33.65,507.92,0.51,2.21,Unsafe
7.07,5.21,683.14,7.74,18.66,948.9,0.74,13.88,Unsafe
6.42,9.03,789.59,6.93,22.51,183.88,1.52,2.91,Unsafe
6.37,1.69,954.93,4.33,33.47,875.33,0.47,4.91,Unsafe
6.06,4.2,523.6,8.4,15.84,950.79,1.56,3.28,Unsafe
7.16,0.54,328.24,7.07,18.45,794.69,0.41,2.06,Safe
6.78,4.05,445.16,7.74,28.25,1996.73,0.18,6.48,Unsafe
5.79,9.97,848.84,3.36,29.1,434.74,1.52,12.4,Unsafe
5.05,4.69,1145.94,5.51,33.31,702.79,0.84,14.33,Unsafe
5.6,4.25,1323.2,7.47,22.25,1232.42,0.52,7.34,Unsafe
5.17,6.91,1355.71,6.28,20.92,1553.49,1.16,1.22,Unsafe
6.73,0.58,903.72,6.96,21.57,740.17,1.91,2.74,Unsafe
5.9,3.6,1310.24,6.89,32.66,961.04,1.98,9.04,Unsafe
6.68,5.38,465.83,2.04,19.52,183.19,1.01,8.56,Unsafe
6.32,4.89,718.15,6.14,17.83,1110.21,0.46,4.55,Unsafe
7.15,6.46,408.39,7.19,17.86,728.67,1.41,1.0,Unsafe
7.9,1.48,291.63,4.12,19.71,217.29,0.93,14.61,Unsafe
6.92,4.09,1035.43,5.54,31.99,744.85,0.88,11.58,Unsafe
5.25,6.37,429.41,4.75,23.67,1024.78,0.22,10.34,Unsafe
5.07,3.09,891.28,5.54,34.66,760.79,1.38,7.49,Unsafe
5.85,6.17,200.99,8.55,34.1,705.29,0.49,3.9,Unsafe
6.7,9.59,331.34,5.36,29.68,485.38,0.23,5.28,Unsafe
5.18,9.31,529.08,4.27,24.95,916.4,1.25,5.51,Unsafe
6.31,7.28,653.32,7.33,20.06,469.69,1.74,13.67,Unsafe
8.55,1.86,456.7,6.98,32.97,1279.97,1.92,2.3,Unsafe
5.36,7.86,1112.21,4.84,30.97,1065.64,1.81,12.98,Unsafe
8.79,4.52,186.67,7.55,23.55,463.12,1.24,3.47,Unsafe
8.43,9.52,878.05,2.03,16.11,182.4,1.6,4.03,Unsafe
8.33,6.15,138.47,8.53,25.94,1525.38,0.49,11.93,Unsafe
8.45,2.25,1367.3,6.69,26.56,1715.14,1.38,13.22,Unsafe
5.32,3.19,981.7,6.52,33.43,1079.24,0.74,8.39,Unsafe
5.6,3.26,1057.58,7.29,29.33,496.84,1.18,8.5,Unsafe
5.54,2.84,1081.59,3.66,34.64,1433.56,1.82,1.82,Unsafe
5.44,7.74,851.71,3.16,23.39,1261.5,1.17,4.86,Unsafe
6.31,3.43,256.6,8.03,23.49,1101.92,0.98,13.37,Unsafe
8.32,2.04,687.54,8.45,20.67,1377.39,1.67,8.18,Unsafe
6.01,6.0,1148.65,6.08,22.4,1997.43,0.5,2.24,Unsafe
5.98,4.7,1475.13,5.33,21.41,299.08,1.98,13.84,Unsafe
7.7,0.32,531.47,7.68,22.99,1983.69,0.35,2.14,Unsafe
5.39,2.86,992.88,6.77,22.89,984.17,0.86,6.56,Unsafe
6.44,0.48,1476.04,4.51,19.65,763.22,0.72,13.78,Unsafe
6.18,7.69,904.1,2.32,32.58,1218.43,0.62,4.5,Unsafe
8.39,9.52,1226.7,4.82,21.31,822.3,1.22,7.33,Unsafe
7.06,5.05,927.49,6.9,32.72,1637.62,0.63,10.61,Unsafe
7.59,5.63,706.94,7.77,26.16,1050.92,1.01,8.22,Unsafe
5.52,8.47,1046.75,2.37,16.93,136.13,0.54,12.41,Unsafe
8.72,0.29,1308.18,6.15,27.71,233.5,1.66,11.32,Unsafe
6.29,1.71,1195.66,2.45,18.3,1858.43,1.35,11.12,Unsafe
7.83,6.58,1327.44,2.04,32.25,758.98,1.66,6.98,Unsafe
8.82,7.44,1432.09,8.36,27.91,564.59,1.51,5.22,Unsafe
7.03,6.3,1143.45,3.96,32.45,702.91,0.41,11.43,Unsafe
7.03,9.4,1273.63,3.53,34.81,1989.02,0.91,3.95,Unsafe
5.47,3.98,468.49,2.79,16.84,1112.28,0.95,9.1,Unsafe
6.56,5.6,320.63,7.3,33.5,1416.39,1.43,10.82,Unsafe
8.41,9.57,639.09,3.73,22.82,1957.8,0.59,14.81,Unsafe
5.54,9.01,534.55,7.59,30.67,335.64,0.48,6.96,Unsafe
8.67,0.4,679.67,3.24,19.97,1956.63,1.46,8.42,Unsafe
7.67,3.59,298.05,2.27,33.88,1959.72,1.97,7.02,Unsafe
6.68,7.42,688.76,5.66,21.52,117.62,1.08,9.62,Unsafe
7.19,0.11,1248.19,5.6,20.47,1800.75,0.33,1.4,Unsafe
5.6,8.64,171.29,6.93,21.86,1025.94,0.53,8.73,Unsafe
5.87,5.07,456.14,6.3,30.09,1241.41,0.84,8.98,Unsafe
6.15,0.96,653.49,5.02,27.41,932.09,1.19,8.44,Unsafe
6.54,4.48,912.79,4.58,34.45,1228.99,1.48,6.97,Unsafe
8.66,4.98,709.38,7.68,17.97,1015.96,1.36,11.76,Unsafe
6.47,3.73,147.26,8.4,19.89,1564.05,1.79,9.34,Unsafe
7.1,4.6,993.23,5.81,21.12,1278.42,1.93,1.57,Unsafe
5.65,8.92,1097.58,7.79,34.54,1957.16,0.15,3.47,Unsafe
7.94,3.31,260.69,6.73,20.0,116.24,1.54,13.52,Unsafe
7.24,9.61,119.64,2.29,23.37,1251.48,0.17,10.6,Unsafe
6.76,6.9,875.6,6.43,32.42,1861.44,0.57,11.73,Unsafe
8.79,8.97,1313.56,2.89,16.4,568.04,1.51,9.94,Unsafe
8.56,2.17,1148.07,5.82,19.28,447.94,1.0,1.96,Unsafe
7.64,4.97,802.64,6.16,26.45,843.67,1.82,1.76,Unsafe
8.69,5.7,590.33,2.12,27.47,1997.32,1.83,11.19,Unsafe
7.26,0.94,135.48,7.06,32.52,1634.99,1.2,14.16,Unsafe
8.31,4.99,1196.72,5.86,30.17,443.84,1.45,7.96,Unsafe
6.64,8.62,417.83,6.75,30.14,513.59,1.16,11.8,Unsafe
5.35,0.62,1483.16,4.73,19.06,520.7,0.88,5.69,Unsafe
8.98,6.46,200.72,4.7,27.63,557.22,1.83,9.51,Unsafe
5.66,9.89,1344.09,5.65,18.21,963.51,0.67,4.02,Unsafe
6.01,5.32,445.76,5.32,25.44,692.76,1.24,8.51,Unsafe
5.65,3.1,1361.86,7.85,28.84,451.38,1.71,10.42,Unsafe
6.35,5.89,710.54,4.85,30.46,1607.68,1.44,3.11,Unsafe
6.16,5.46,423.4,7.15,26.51,1195.73,1.47,10.75,Unsafe
7.4,1.14,250.01,8.72,26.91,559.47,0.46,10.81,Unsafe
8.99,2.22,275.14,7.19,22.55,950.85,1.62,1.62,Unsafe
5.21,6.73,1418.87,2.83,32.29,1300.24,1.04,8.11,Unsafe
8.11,5.97,496.95,7.84,24.27,1242.82,0.82,7.84,Unsafe
5.51,3.51,1460.91,8.1,32.3,1594.38,1.91,12.72,Unsafe
5.08,9.79,1264.71,4.23,32.08,203.12,0.54,12.4,Unsafe
7.55,6.48,1134.72,4.91,26.14,1859.17,1.7,7.53,Unsafe
8.49,2.39,1105.64,4.09,22.94,687.54,1.73,11.61,Unsafe
5.71,4.76,1346.48,8.6,32.61,577.75,1.05,6.26,Unsafe
6.37,7.14,416.05,3.42,22.54,179.21,0.9,9.42,Unsafe
5.68,6.75,1365.16,4.66,25.91,1192.02,0.2,2.68,Unsafe
8.63,2.54,728.47,4.19,19.86,1793.54,1.53,14.47,Unsafe
6.08,6.51,1154.67,2.16,25.56,590.23,1.11,14.06,Unsafe
6.78,3.4,1205.5,7.26,23.44,1332.39,1.34,2.59,Unsafe
8.58,4.63,1272.88,4.77,19.36,517.76,0.32,7.15,Unsafe
7.21,6.72,729.72,6.72,30.93,237.2,0.87,0.42,Unsafe
8.73,5.85,453.83,5.09,32.21,1935.81,1.41,6.36,Unsafe
8.71,7.16,1314.82,5.39,32.67,927.98,1.17,9.81,Unsafe
6.85,3.88,187.68,5.21,25.92,1633.02,0.97,14.62,Unsafe
7.33,7.54,905.73,5.44,22.37,122.16,1.09,14.84,Unsafe
5.92,0.26,1173.21,8.25,20.44,1546.44,1.0,8.98,Unsafe
8.96,1.96,1326.99,6.54,19.07,805.24,0.6,6.79,Unsafe
6.11,9.73,268.56,3.71,33.8,346.31,1.35,8.02,Unsafe
8.13,0.96,751.95,6.02,26.22,1266.28,1.58,10.5,Unsafe
6.25,6.65,1069.17,8.79,24.08,1334.71,1.31,2.69,Unsafe
6.25,9.18,1370.88,5.01,24.57,1426.5,0.15,4.94,Unsafe
5.42,8.61,983.09,3.37,23.13,179.21,0.99,7.29,Unsafe
7.24,9.14,433.98,4.86,31.46,1330.63,1.31,3.27,Unsafe
5.98,9.84,292.1,3.97,15.4,1184.22,0.44,10.37,Unsafe
5.59,3.64,672.08,6.7,27.34,1278.31,0.5,12.95,Unsafe
5.91,3.37,338.63,5.64,31.64,1194.59,1.56,8.56,Unsafe
6.0,1.3,1082.65,8.81,16.5,1273.08,0.75,4.53,Unsafe
7.02,2.09,837.93,5.95,18.04,1600.37,0.82,9.37,Unsafe
6.54,6.56,442.92,5.79,16.5,975.89,1.42,1.3,Unsafe
5.3,3.38,965.77,3.45,15.14,143.11,1.53,11.26,Unsafe
7.14,3.48,232.41,4.51,29.15,399.77,0.91,3.88,Unsafe
8.15,6.49,982.34,6.85,16.39,386.05,1.16,5.17,Unsafe
7.3,1.14,1034.67,8.93,19.63,1605.03,1.49,10.41,Unsafe
8.9,0.65,123.62,6.34,34.85,548.19,1.47,5.89,Unsafe
5.4,8.05,1039.35,8.88,25.34,1224.85,0.97,7.34,Unsafe
8.28,7.92,551.93,3.35,17.6,1325.1,0.64,3.04,Unsafe
7.02,3.91,166.29,7.23,18.02,1158.6,0.68,0.9,Safe
7.09,5.97,695.57,5.13,16.64,1767.72,1.66,14.25,Unsafe
7.08,2.46,602.32,2.5,16.61,1555.76,0.37,1.5,Unsafe
6.3,3.74,1083.4,3.1,30.39,477.0,0.58,9.99,Unsafe
6.3,0.46,1071.77,6.14,18.39,760.63,1.95,6.82,Unsafe
7.53,2.81,706.72,3.65,15.68,947.44,1.47,7.41,Unsafe
5.18,0.26,1019.94,2.55,28.93,895.98,1.3,6.16,Unsafe
7.36,4.3,1297.94,5.11,30.33,393.21,0.14,3.06,Unsafe
7.9,5.25,180.69,8.61,27.52,882.57,1.17,11.62,Unsafe
6.43,5.0,309.59,6.61,15.09,1949.9,1.48,9.95,Unsafe
5.87,3.47,754.57,7.45,21.05,1570.2,1.1,7.04,Unsafe
5.85,2.15,1278.02,5.3,17.65,1082.56,0.66,6.88,Unsafe
5.33,4.6,808.81,3.95,30.44,1347.64,1.85,5.22,Unsafe
5.36,8.71,356.01,4.24,26.51,345.93,1.07,0.97,Unsafe
5.67,9.83,1426.09,7.07,20.46,483.3,0.23,4.95,Unsafe
5.08,3.2,413.66,8.2,17.24,1761.42,1.46,5.81,Unsafe
6.06,9.75,1259.35,7.43,28.7,1209.39,0.39,10.56,Unsafe
6.23,4.4,1499.07,2.36,18.13,197.44,0.55,1.46,Unsafe
8.98,6.17,954.67,6.68,20.7,110.6,1.28,6.34,Unsafe
8.97,8.06,370.52,2.28,20.77,884.02,1.55,0.26,Unsafe
5.75,3.66,798.42,5.78,26.99,957.61,1.33,14.02,Unsafe
5.85,2.16,1051.12,7.46,18.47,516.35,0.21,12.02,Unsafe
6.97,2.8,294.01,3.97,15.16,375.1,1.92,1.42,Unsafe
5.6,8.4,1467.4,6.34,28.3,220.95,1.93,10.44,Unsafe
7.02,9.35,1440.23,5.39,27.69,1351.43,0.35,11.95,Unsafe
6.6,1.37,808.32,5.68,25.48,329.08,1.79,12.12,Unsafe
6.3,6.98,1242.37,3.46,15.18,1484.07,1.71,12.54,Unsafe
8.29,0.45,1486.66,7.26,24.85,1093.25,0.94,11.07,Unsafe
8.31,8.76,1036.21,3.65,30.99,340.78,0.94,1.32,Unsafe
8.95,8.58,922.81,6.8,23.79,1515.45,0.65,12.78,Unsafe
5.89,7.77,951.8,4.19,16.24,498.78,1.8,4.73,Unsafe
8.55,8.26,845.86,3.61,27.86,1943.61,0.35,0.33,Unsafe
7.15,6.08,1366.86,6.84,22.85,129.63,0.92,14.95,Unsafe
7.37,1.56,293.92,8.03,26.29,1318.04,0.49,14.73,Unsafe
8.59,9.15,773.86,3.5,18.04,1628.62,1.18,3.66,Unsafe
8.77,1.5,121.13,6.85,28.41,1926.62,0.99,2.47,Unsafe
7.91,2.33,1347.23,7.66,18.85,1342.62,1.69,9.39,Unsafe
6.39,4.38,538.03,6.64,16.33,315.84,1.33,14.13,Unsafe
6.96,5.03,762.04,5.38,17.96,1546.96,1.94,11.48,Unsafe
7.46,1.05,994.3,4.28,29.98,1437.68,1.46,8.01,Unsafe
8.31,7.64,270.32,7.03,28.97,593.08,1.99,3.89,Unsafe
7.63,1.46,1153.05,8.76,19.33,1168.74,0.76,14.11,Unsafe
6.46,6.58,810.64,3.53,24.74,1312.12,0.22,3.28,Unsafe
6.67,4.57,193.07,2.33,21.06,1239.79,0.71,4.07,Unsafe
5.2,8.13,312.82,7.27,20.14,599.88,1.09,12.26,Unsafe
8.7,3.03,930.53,6.72,19.43,1599.1,1.28,14.04,Unsafe
5.35,8.38,704.83,5.52,25.71,956.07,1.39,3.03,Unsafe
7.32,2.6,1372.77,5.75,16.75,1911.7,1.53,9.76,Unsafe
8.49,5.79,1031.18,8.85,28.94,681.95,1.8,14.38,Unsafe
6.68,4.91,933.02,3.16,15.12,287.36,0.42,4.65,Unsafe
8.2,3.59,1113.69,4.64,21.07,871.06,0.38,3.81,Unsafe
8.22,0.22,819.51,2.49,23.59,930.0,1.34,7.88,Unsafe
5.24,4.04,773.27,3.76,16.9,115.01,1.69,3.93,Unsafe
6.65,1.27,1470.15,2.01,24.94,1124.07,0.18,10.53,Unsafe
7.76,2.33,1358.93,7.06,29.02,869.23,1.18,10.59,Unsafe
6.69,6.91,350.21,3.55,32.16,1389.62,0.72,11.14,Unsafe
7.18,5.76,385.22,2.19,25.28,1280.35,0.38,5.18,Unsafe
7.38,5.32,470.38,4.66,33.2,1495.95,0.3,13.73,Unsafe
5.6,5.68,1122.41,4.06,28.13,1741.0,1.58,5.14,Unsafe
6.65,1.29,1410.24,8.27,27.23,270.91,0.96,0.27,Unsafe
5.11,1.73,275.5,8.19,30.99,1898.27,1.04,3.28,Unsafe
5.6,5.47,1493.06,3.97,29.16,1077.8,1.03,1.02,Unsafe
7.05,4.13,553.82,6.72,26.77,484.11,1.39,10.31,Unsafe
7.29,4.69,581.67,8.53,30.19,934.74,0.72,8.85,Unsafe
5.58,8.8,846.62,4.24,16.97,1473.15,0.44,6.71,Unsafe
8.02,1.93,235.25,7.18,27.61,1697.57,0.35,5.68,Unsafe
6.49,9.12,1392.5,6.06,29.4,1851.62,1.18,14.02,Unsafe
8.68,8.59,127.16,5.69,15.73,1056.06,1.86,12.77,Unsafe
6.55,9.03,109.89,2.09,31.1,145.37,0.84,12.06,Unsafe
5.6,6.45,1458.72,4.99,23.73,1327.06,0.62,14.19,Unsafe
8.03,8.65,662.61,6.9,33.32,1658.35,0.41,10.07,Unsafe
7.27,9.91,446.99,8.92,19.04,1493.13,0.76,2.55,Unsafe
6.55,4.77,486.8,4.8,26.57,236.37,1.4,1.83,Unsafe
6.42,8.63,791.04,8.19,20.47,935.35,0.35,6.11,Unsafe
5.6,9.05,1352.68,5.12,17.4,1332.45,1.93,10.25,Unsafe
6.36,3.17,1145.68,5.35,27.88,565.11,0.52,12.52,Unsafe
5.12,4.48,342.52,4.72,16.43,289.36,0.39,14.55,Unsafe
7.01,5.78,579.05,3.53,32.37,888.67,1.47,12.81,Unsafe
8.59,3.56,693.97,7.06,25.28,1525.43,0.49,13.1,Unsafe
8.18,3.29,1484.72,4.24,26.33,1403.6,1.44,11.52,Unsafe
5.11,3.87,1190.58,2.93,26.01,314.31,1.27,4.73,Unsafe
8.53,4.3,786.1,8.58,30.93,1470.4,0.82,5.7,Unsafe
6.81,2.6,446.49,2.56,16.39,1581.74,1.21,7.03,Unsafe
5.76,4.79,318.61,5.8,33.27,1309.47,0.97,8.86,Unsafe
8.01,7.81,339.64,7.49,18.36,550.91,0.93,10.09,Unsafe
6.29,6.28,566.31,3.04,16.22,169.03,1.58,9.78,Unsafe
6.01,3.86,838.67,5.19,23.37,1910.02,0.95,2.06,Unsafe
5.65,1.65,338.78,3.39,28.42,1618.72,0.88,8.76,Unsafe
6.95,8.26,1129.06,5.82,21.22,1206.16,1.07,10.49,Unsafe
5.37,5.16,1409.74,5.3,16.38,186.78,1.84,12.36,Unsafe
8.14,9.72,838.29,4.46,23.13,1050.61,0.51,14.93,Unsafe
6.88,2.6,611.5,8.61,19.59,1184.28,0.37,2.48,Safe
6.79,1.84,1078.55,8.75,27.73,901.58,0.35,12.47,Unsafe
5.01,0.18,1066.78,8.03,17.04,221.93,0.55,13.56,Unsafe
8.27,0.92,1242.63,8.76,25.91,296.77,1.54,7.55,Unsafe
6.97,3.92,1406.33,5.4,21.95,927.68,0.18,12.96,Unsafe
6.76,2.06,578.71,4.65,21.84,1369.8,1.22,2.06,Unsafe
8.05,0.48,282.09,6.64,26.93,370.72,1.52,13.25,Unsafe
5.25,2.33,1367.87,6.31,15.97,614.07,0.88,7.87,Unsafe
6.47,7.31,356.83,7.21,21.06,1940.78,1.87,3.38,Unsafe
7.3,7.38,595.86,6.98,27.11,428.86,0.4,3.33,Unsafe
6.84,1.58,690.33,2.78,29.13,601.96,0.9,4.89,Unsafe
5.73,9.37,1303.68,4.33,24.43,1683.75,1.89,14.5,Unsafe
6.2,1.67,918.01,2.48,34.91,1949.25,0.2,4.66,Unsafe
6.2,0.98,936.97,8.25,29.07,796.51,0.75,11.39,Unsafe
8.97,1.71,1178.7,7.88,34.43,1605.02,1.51,13.0,Unsafe
6.3,1.49,1497.47,6.99,28.93,172.16,1.23,7.81,Unsafe
5.82,6.35,1450.17,5.47,30.53,1486.58,0.26,2.55,Unsafe
8.29,1.65,282.9,8.86,30.16,553.06,0.93,3.82,Unsafe
6.68,6.38,1478.37,4.79,26.27,1180.19,1.49,14.83,Unsafe
6.78,2.84,1114.11,5.05,31.57,1108.22,1.06,11.4,Unsafe
7.2,2.56,990.76,7.9,25.45,579.12,1.89,5.3,Unsafe
7.38,8.98,655.11,5.55,16.86,1142.95,0.13,10.97,Unsafe
7.36,2.22,1489.03,6.26,18.77,543.0,1.35,2.81,Unsafe
5.14,8.66,541.73,3.15,18.98,537.17,0.24,13.48,Unsafe
8.28,3.1,1427.62,7.46,30.63,163.88,0.49,5.45,Unsafe
5.78,9.91,598.31,7.96,22.18,1599.82,0.4,11.41,Unsafe
6.17,9.81,298.81,4.34,17.35,1842.04,1.91,0.45,Unsafe
5.69,8.29,981.27,4.85,16.46,1417.56,0.8,10.08,Unsafe
8.07,8.69,1330.48,5.82,26.06,1978.26,0.46,5.81,Unsafe
7.33,8.25,1426.76,2.73,32.53,876.67,1.11,6.02,Unsafe
8.02,6.33,1246.88,4.69,32.38,1400.62,1.6,1.79,Unsafe
7.61,8.11,656.07,2.58,20.56,1871.03,1.15,13.68,Unsafe
5.42,6.32,1185.2,2.8,25.21,865.29,1.38,1.16,Unsafe
6.21,8.44,130.8,3.52,33.63,1072.36,1.13,8.36,Unsafe
7.03,9.36,357.2,2.82,17.32,1479.92,0.76,12.81,Unsafe
6.22,7.56,902.79,5.93,27.42,1532.2,1.11,7.63,Unsafe
5.83,9.65,497.53,3.32,22.21,1271.14,1.92,9.52,Unsafe
8.48,4.54,1042.83,6.76,16.71,103.15,1.79,5.75,Unsafe
7.99,9.26,1063.44,2.5,21.1,1318.82,0.44,2.51,Unsafe
6.38,2.34,962.34,6.54,24.4,1073.48,0.51,5.25,Unsafe
8.06,0.41,1088.69,5.19,31.89,426.25,0.69,10.14,Unsafe
7.51,1.37,535.42,2.38,23.01,1370.72,0.8,6.25,Unsafe
5.02,1.69,404.59,7.72,27.06,1131.96,1.59,7.38,Unsafe
6.52,8.26,114.84,2.9,28.13,1926.34,1.35,6.25,Unsafe
6.16,4.07,1020.44,8.78,29.05,1245.7,0.85,0.16,Unsafe
5.87,2.41,919.59,8.59,22.34,987.77,1.27,1.32,Unsafe
6.01,8.14,565.46,4.23,30.65,1654.65,1.42,0.22,Unsafe
8.77,2.1,585.98,5.7,18.53,312.89,1.86,8.52,Unsafe
6.95,0.87,396.11,8.92,31.78,1551.05,0.18,2.94,Unsafe
8.39,4.72,581.72,7.72,22.15,830.02,1.86,0.56,Unsafe
5.86,0.79,523.77,7.82,29.08,661.66,0.99,0.92,Unsafe
5.7,2.86,1460.77,7.8,33.12,396.03,0.48,3.66,Unsafe
8.56,7.03,802.48,8.52,22.05,706.89,0.56,8.34,Unsafe
6.98,3.81,914.64,5.55,30.14,453.02,1.2,6.05,Unsafe
8.58,0.97,129.32,3.28,34.15,1660.31,1.44,5.86,Unsafe
5.25,4.09,1258.38,6.08,15.91,286.64,0.93,0.6,Unsafe
8.67,5.18,1157.2,6.0,29.9,1918.16,0.79,6.81,Unsafe
6.66,2.58,818.75,7.25,30.97,901.77,0.42,6.13,Unsafe
5.62,1.79,1188.21,4.63,24.59,1614.33,0.16,8.72,Unsafe
7.73,7.64,329.19,3.55,26.21,806.02,0.97,12.28,Unsafe
8.19,0.77,726.75,7.57,15.73,229.5,1.08,9.5,Safe
5.19,9.57,435.9,3.13,27.95,1189.89,1.06,13.94,Unsafe
8.95,0.18,929.11,6.04,17.98,1608.54,1.37,12.82,Unsafe
7.79,6.55,971.42,8.43,34.93,765.04,0.42,9.79,Unsafe
6.29,1.42,1479.6,7.47,25.52,1255.95,0.79,10.18,Unsafe
5.61,5.52,126.75,7.97,20.17,782.84,0.94,5.25,Unsafe
6.57,1.95,601.31,5.2,24.63,892.5,1.76,4.64,Unsafe
5.88,0.44,1426.7,4.78,23.52,1269.88,0.1,6.63,Unsafe
6.98,8.61,1456.86,5.28,22.18,1707.71,0.25,1.48,Unsafe
8.13,4.3,897.81,4.84,21.42,1001.2,0.56,12.7,Unsafe
7.64,2.82,894.28,3.27,17.0,877.75,0.75,3.36,Unsafe
6.74,9.48,693.61,5.1,20.34,162.49,0.29,4.95,Unsafe
5.48,0.91,398.35,7.8,16.16,1821.95,0.61,7.46,Unsafe
8.83,3.55,204.57,3.2,17.65,1867.21,0.13,5.94,Unsafe
6.08,1.86,637.1,2.39,24.85,1742.72,1.59,10.22,Unsafe
6.11,9.91,583.33,7.14,25.47,1031.06,0.39,6.34,Unsafe
7.58,5.51,875.02,2.46,27.14,298.01,0.35,3.03,Unsafe
8.08,8.14,586.21,6.67,23.2,1393.91,1.65,5.73,Unsafe
8.94,1.72,702.55,6.71,16.85,1015.39,0.44,11.88,Unsafe
8.88,3.11,947.3,3.49,23.84,1317.1,1.71,4.48,Unsafe
8.66,6.23,1088.3,2.5,20.51,365.19,1.03,5.55,Unsafe
6.74,1.86,118.31,2.2,27.66,625.85,0.21,7.06,Unsafe
5.67,5.05,395.59,7.34,23.24,553.43,0.65,12.8,Unsafe
7.34,9.32,364.23,6.51,30.33,853.31,1.86,9.77,Unsafe
5.07,9.31,684.35,4.31,20.65,744.49,1.24,9.4,Unsafe
5.78,3.61,212.2,5.01,22.89,356.37,1.95,2.16,Unsafe
5.01,5.21,1362.86,4.18,28.3,294.19,1.1,12.7,Unsafe
5.72,2.06,693.21,5.79,19.28,1831.16,0.39,0.78,Unsafe
6.9,9.79,1264.89,2.97,16.47,1419.43,1.84,7.52,Unsafe
6.57,5.25,1390.96,5.39,27.86,1547.73,1.82,4.08,Unsafe
6.48,2.14,385.29,3.43,24.84,1311.83,1.5,13.32,Unsafe
8.32,8.46,794.01,5.28,15.94,1680.35,0.31,7.34,Unsafe
7.7,4.26,1458.2,7.97,23.75,1013.22,0.23,11.95,Unsafe
8.75,6.4,1249.44,8.62,19.92,1629.4,0.83,5.52,Unsafe
6.78,8.45,159.86,3.41,18.86,1243.03,1.47,7.11,Unsafe
6.09,3.16,1455.82,3.75,22.86,1590.24,0.69,10.57,Unsafe
5.49,5.82,132.45,7.75,25.9,1477.06,0.95,9.47,Unsafe
7.69,0.66,147.58,5.74,34.13,1674.85,0.41,6.77,Unsafe
8.37,2.42,1001.96,2.92,21.28,1965.92,1.98,10.86,Unsafe
5.73,1.47,987.19,7.47,23.07,1652.25,1.83,10.99,Unsafe
8.52,6.48,1257.72,6.27,17.38,165.88,1.15,5.78,Unsafe
